Your Input	WormBase Gene ID	UniProt	Reference UniProt ID
WBGene00048628	WBGene00048628	N.A.	N.A.
WBGene00048629	WBGene00048629	N.A.	N.A.
WBGene00048630	WBGene00048630	N.A.	N.A.
WBGene00048631	WBGene00048631	N.A.	N.A.
WBGene00048632	WBGene00048632	N.A.	N.A.
WBGene00048633	WBGene00048633	N.A.	N.A.
WBGene00048634	WBGene00048634	N.A.	N.A.
WBGene00048635	WBGene00048635	N.A.	N.A.
WBGene00048636	WBGene00048636	N.A.	N.A.
WBGene00048637	WBGene00048637	N.A.	N.A.
WBGene00048638	WBGene00048638	N.A.	N.A.
WBGene00048639	WBGene00048639	N.A.	N.A.
WBGene00048640	WBGene00048640	N.A.	N.A.
WBGene00048641	WBGene00048641	N.A.	N.A.
WBGene00048642	WBGene00048642	N.A.	N.A.
WBGene00048643	WBGene00048643	N.A.	N.A.
WBGene00048644	WBGene00048644	N.A.	N.A.
WBGene00048645	WBGene00048645	N.A.	N.A.
WBGene00048646	WBGene00048646	N.A.	N.A.
WBGene00048647	WBGene00048647	N.A.	N.A.
WBGene00048648	WBGene00048648	N.A.	N.A.
WBGene00048649	WBGene00048649	N.A.	N.A.
WBGene00048650	WBGene00048650	N.A.	N.A.
WBGene00048651	WBGene00048651	N.A.	N.A.
WBGene00048652	WBGene00048652	N.A.	N.A.
WBGene00048653	WBGene00048653	N.A.	N.A.
WBGene00048654	WBGene00048654	N.A.	N.A.
WBGene00048655	WBGene00048655	N.A.	N.A.
WBGene00048656	WBGene00048656	N.A.	N.A.
WBGene00048657	WBGene00048657	N.A.	N.A.
WBGene00048658	WBGene00048658	N.A.	N.A.
WBGene00048659	WBGene00048659	N.A.	N.A.
WBGene00048660	WBGene00048660	N.A.	N.A.
WBGene00048661	WBGene00048661	N.A.	N.A.
WBGene00048662	WBGene00048662	N.A.	N.A.
WBGene00048663	WBGene00048663	N.A.	N.A.
WBGene00048664	WBGene00048664	N.A.	N.A.
WBGene00048665	WBGene00048665	N.A.	N.A.
WBGene00048666	WBGene00048666	N.A.	N.A.
WBGene00048667	WBGene00048667	N.A.	N.A.
WBGene00048668	WBGene00048668	N.A.	N.A.
WBGene00048669	WBGene00048669	N.A.	N.A.
WBGene00048670	WBGene00048670	N.A.	N.A.
WBGene00048671	WBGene00048671	N.A.	N.A.
WBGene00048672	WBGene00048672	N.A.	N.A.
WBGene00048673	WBGene00048673	N.A.	N.A.
WBGene00048674	WBGene00048674	N.A.	N.A.
WBGene00048675	WBGene00048675	N.A.	N.A.
WBGene00048676	WBGene00048676	N.A.	N.A.
WBGene00048677	WBGene00048677	N.A.	N.A.
WBGene00048678	WBGene00048678	N.A.	N.A.
WBGene00048679	WBGene00048679	N.A.	N.A.
WBGene00048680	WBGene00048680	N.A.	N.A.
WBGene00048681	WBGene00048681	N.A.	N.A.
WBGene00048682	WBGene00048682	N.A.	N.A.
WBGene00048683	WBGene00048683	N.A.	N.A.
WBGene00048684	WBGene00048684	N.A.	N.A.
WBGene00048685	WBGene00048685	N.A.	N.A.
WBGene00048686	WBGene00048686	N.A.	N.A.
WBGene00048687	WBGene00048687	N.A.	N.A.
WBGene00048688	WBGene00048688	N.A.	N.A.
WBGene00048689	WBGene00048689	N.A.	N.A.
WBGene00048690	WBGene00048690	N.A.	N.A.
WBGene00048691	WBGene00048691	N.A.	N.A.
WBGene00048692	WBGene00048692	N.A.	N.A.
WBGene00048693	WBGene00048693	N.A.	N.A.
WBGene00048694	WBGene00048694	N.A.	N.A.
WBGene00048695	WBGene00048695	N.A.	N.A.
WBGene00048696	WBGene00048696	N.A.	N.A.
WBGene00048697	WBGene00048697	N.A.	N.A.
WBGene00048698	WBGene00048698	N.A.	N.A.
WBGene00048699	WBGene00048699	N.A.	N.A.
WBGene00048700	WBGene00048700	N.A.	N.A.
WBGene00048701	WBGene00048701	N.A.	N.A.
WBGene00048702	WBGene00048702	N.A.	N.A.
WBGene00048703	WBGene00048703	N.A.	N.A.
WBGene00048704	WBGene00048704	N.A.	N.A.
WBGene00048705	WBGene00048705	N.A.	N.A.
WBGene00048706	WBGene00048706	N.A.	N.A.
WBGene00048707	WBGene00048707	N.A.	N.A.
WBGene00048708	WBGene00048708	N.A.	N.A.
WBGene00048709	WBGene00048709	N.A.	N.A.
WBGene00048710	WBGene00048710	N.A.	N.A.
WBGene00048711	WBGene00048711	N.A.	N.A.
WBGene00048712	WBGene00048712	N.A.	N.A.
WBGene00048713	WBGene00048713	N.A.	N.A.
WBGene00048714	WBGene00048714	N.A.	N.A.
WBGene00048715	WBGene00048715	N.A.	N.A.
WBGene00048716	WBGene00048716	N.A.	N.A.
WBGene00048717	WBGene00048717	N.A.	N.A.
WBGene00048718	WBGene00048718	N.A.	N.A.
WBGene00048719	WBGene00048719	N.A.	N.A.
WBGene00048720	WBGene00048720	N.A.	N.A.
WBGene00048721	WBGene00048721	N.A.	N.A.
WBGene00048722	WBGene00048722	N.A.	N.A.
WBGene00048723	WBGene00048723	N.A.	N.A.
WBGene00048724	WBGene00048724	N.A.	N.A.
WBGene00048725	WBGene00048725	N.A.	N.A.
WBGene00048726	WBGene00048726	N.A.	N.A.
WBGene00048727	WBGene00048727	N.A.	N.A.
WBGene00048728	WBGene00048728	N.A.	N.A.
WBGene00048729	WBGene00048729	N.A.	N.A.
WBGene00048730	WBGene00048730	N.A.	N.A.
WBGene00048731	WBGene00048731	N.A.	N.A.
WBGene00048732	WBGene00048732	N.A.	N.A.
WBGene00048733	WBGene00048733	N.A.	N.A.
WBGene00048734	WBGene00048734	N.A.	N.A.
WBGene00048735	WBGene00048735	N.A.	N.A.
WBGene00048736	WBGene00048736	N.A.	N.A.
WBGene00048737	WBGene00048737	N.A.	N.A.
WBGene00048738	WBGene00048738	N.A.	N.A.
WBGene00048739	WBGene00048739	N.A.	N.A.
WBGene00048740	WBGene00048740	N.A.	N.A.
WBGene00048741	WBGene00048741	N.A.	N.A.
WBGene00048742	WBGene00048742	N.A.	N.A.
WBGene00048743	WBGene00048743	N.A.	N.A.
WBGene00048744	WBGene00048744	N.A.	N.A.
WBGene00048745	WBGene00048745	N.A.	N.A.
WBGene00048746	WBGene00048746	N.A.	N.A.
WBGene00048747	WBGene00048747	N.A.	N.A.
WBGene00048748	WBGene00048748	N.A.	N.A.
WBGene00048749	WBGene00048749	N.A.	N.A.
WBGene00048750	WBGene00048750	N.A.	N.A.
WBGene00048751	WBGene00048751	N.A.	N.A.
WBGene00048752	WBGene00048752	N.A.	N.A.
WBGene00048753	WBGene00048753	N.A.	N.A.
WBGene00048754	WBGene00048754	N.A.	N.A.
WBGene00048755	WBGene00048755	N.A.	N.A.
WBGene00048756	WBGene00048756	N.A.	N.A.
WBGene00048757	WBGene00048757	N.A.	N.A.
WBGene00048758	WBGene00048758	N.A.	N.A.
WBGene00048759	WBGene00048759	N.A.	N.A.
WBGene00048760	WBGene00048760	N.A.	N.A.
WBGene00048761	WBGene00048761	N.A.	N.A.
WBGene00048762	WBGene00048762	N.A.	N.A.
WBGene00048763	WBGene00048763	N.A.	N.A.
WBGene00048764	WBGene00048764	N.A.	N.A.
WBGene00048765	WBGene00048765	N.A.	N.A.
WBGene00048766	WBGene00048766	N.A.	N.A.
WBGene00048767	WBGene00048767	N.A.	N.A.
WBGene00048768	WBGene00048768	N.A.	N.A.
WBGene00048769	WBGene00048769	N.A.	N.A.
WBGene00048770	WBGene00048770	N.A.	N.A.
WBGene00048771	WBGene00048771	N.A.	N.A.
WBGene00048772	WBGene00048772	N.A.	N.A.
WBGene00048773	WBGene00048773	N.A.	N.A.
WBGene00048774	WBGene00048774	N.A.	N.A.
WBGene00048775	WBGene00048775	N.A.	N.A.
WBGene00048776	WBGene00048776	N.A.	N.A.
WBGene00048777	WBGene00048777	N.A.	N.A.
WBGene00048778	WBGene00048778	N.A.	N.A.
WBGene00048779	WBGene00048779	N.A.	N.A.
WBGene00048780	WBGene00048780	N.A.	N.A.
WBGene00048781	WBGene00048781	N.A.	N.A.
WBGene00048782	WBGene00048782	N.A.	N.A.
WBGene00048783	WBGene00048783	N.A.	N.A.
WBGene00048784	WBGene00048784	N.A.	N.A.
WBGene00048785	WBGene00048785	N.A.	N.A.
WBGene00048786	WBGene00048786	N.A.	N.A.
WBGene00048787	WBGene00048787	N.A.	N.A.
WBGene00048788	WBGene00048788	N.A.	N.A.
WBGene00048789	WBGene00048789	N.A.	N.A.
WBGene00048790	WBGene00048790	N.A.	N.A.
WBGene00048791	WBGene00048791	N.A.	N.A.
WBGene00048792	WBGene00048792	N.A.	N.A.
WBGene00048793	WBGene00048793	N.A.	N.A.
WBGene00048794	WBGene00048794	N.A.	N.A.
WBGene00048795	WBGene00048795	N.A.	N.A.
WBGene00048796	WBGene00048796	N.A.	N.A.
WBGene00048797	WBGene00048797	N.A.	N.A.
WBGene00048798	WBGene00048798	N.A.	N.A.
WBGene00048799	WBGene00048799	N.A.	N.A.
WBGene00048800	WBGene00048800	N.A.	N.A.
WBGene00048801	WBGene00048801	N.A.	N.A.
WBGene00048802	WBGene00048802	N.A.	N.A.
WBGene00048803	WBGene00048803	N.A.	N.A.
WBGene00048804	WBGene00048804	N.A.	N.A.
WBGene00048805	WBGene00048805	N.A.	N.A.
WBGene00048806	WBGene00048806	N.A.	N.A.
WBGene00048807	WBGene00048807	N.A.	N.A.
WBGene00048808	WBGene00048808	N.A.	N.A.
WBGene00048809	WBGene00048809	N.A.	N.A.
WBGene00048810	WBGene00048810	N.A.	N.A.
WBGene00048811	WBGene00048811	N.A.	N.A.
WBGene00048812	WBGene00048812	N.A.	N.A.
WBGene00048813	WBGene00048813	N.A.	N.A.
WBGene00048814	WBGene00048814	N.A.	N.A.
WBGene00048815	WBGene00048815	N.A.	N.A.
WBGene00048816	WBGene00048816	N.A.	N.A.
WBGene00048817	WBGene00048817	N.A.	N.A.
WBGene00048819	WBGene00048819	N.A.	N.A.
WBGene00048820	WBGene00048820	N.A.	N.A.
WBGene00048821	WBGene00048821	N.A.	N.A.
WBGene00048822	WBGene00048822	N.A.	N.A.
WBGene00048823	WBGene00048823	N.A.	N.A.
WBGene00048824	WBGene00048824	N.A.	N.A.
WBGene00048825	WBGene00048825	N.A.	N.A.
WBGene00048826	WBGene00048826	N.A.	N.A.
WBGene00048827	WBGene00048827	N.A.	N.A.
WBGene00048828	WBGene00048828	N.A.	N.A.
WBGene00048829	WBGene00048829	N.A.	N.A.
WBGene00048830	WBGene00048830	N.A.	N.A.
WBGene00048831	WBGene00048831	N.A.	N.A.
WBGene00048832	WBGene00048832	N.A.	N.A.
WBGene00048833	WBGene00048833	N.A.	N.A.
WBGene00048834	WBGene00048834	N.A.	N.A.
WBGene00048835	WBGene00048835	N.A.	N.A.
WBGene00048836	WBGene00048836	N.A.	N.A.
WBGene00048837	WBGene00048837	N.A.	N.A.
WBGene00048838	WBGene00048838	N.A.	N.A.
WBGene00048839	WBGene00048839	N.A.	N.A.
WBGene00048840	WBGene00048840	N.A.	N.A.
WBGene00048841	WBGene00048841	N.A.	N.A.
WBGene00048842	WBGene00048842	N.A.	N.A.
WBGene00048843	WBGene00048843	N.A.	N.A.
WBGene00048844	WBGene00048844	N.A.	N.A.
WBGene00048845	WBGene00048845	N.A.	N.A.
WBGene00048846	WBGene00048846	N.A.	N.A.
WBGene00048847	WBGene00048847	N.A.	N.A.
WBGene00048848	WBGene00048848	N.A.	N.A.
WBGene00048849	WBGene00048849	N.A.	N.A.
WBGene00048850	WBGene00048850	N.A.	N.A.
WBGene00048851	WBGene00048851	N.A.	N.A.
WBGene00048852	WBGene00048852	N.A.	N.A.
WBGene00048853	WBGene00048853	N.A.	N.A.
WBGene00048854	WBGene00048854	N.A.	N.A.
WBGene00048855	WBGene00048855	N.A.	N.A.
WBGene00048856	WBGene00048856	N.A.	N.A.
WBGene00048857	WBGene00048857	N.A.	N.A.
WBGene00048858	WBGene00048858	N.A.	N.A.
WBGene00048859	WBGene00048859	N.A.	N.A.
WBGene00048860	WBGene00048860	N.A.	N.A.
WBGene00048861	WBGene00048861	N.A.	N.A.
WBGene00048862	WBGene00048862	N.A.	N.A.
WBGene00048863	WBGene00048863	N.A.	N.A.
WBGene00048864	WBGene00048864	N.A.	N.A.
WBGene00048865	WBGene00048865	N.A.	N.A.
WBGene00048866	WBGene00048866	N.A.	N.A.
WBGene00048867	WBGene00048867	N.A.	N.A.
WBGene00048868	WBGene00048868	N.A.	N.A.
WBGene00048869	WBGene00048869	N.A.	N.A.
WBGene00048870	WBGene00048870	N.A.	N.A.
WBGene00048871	WBGene00048871	N.A.	N.A.
WBGene00048872	WBGene00048872	N.A.	N.A.
WBGene00048873	WBGene00048873	N.A.	N.A.
WBGene00048874	WBGene00048874	N.A.	N.A.
WBGene00048875	WBGene00048875	N.A.	N.A.
WBGene00048876	WBGene00048876	N.A.	N.A.
WBGene00048877	WBGene00048877	N.A.	N.A.
WBGene00048878	WBGene00048878	N.A.	N.A.
WBGene00048879	WBGene00048879	N.A.	N.A.
WBGene00048880	WBGene00048880	N.A.	N.A.
WBGene00048881	WBGene00048881	N.A.	N.A.
WBGene00048882	WBGene00048882	N.A.	N.A.
WBGene00048883	WBGene00048883	N.A.	N.A.
WBGene00048884	WBGene00048884	N.A.	N.A.
WBGene00048885	WBGene00048885	N.A.	N.A.
WBGene00048886	WBGene00048886	N.A.	N.A.
WBGene00048887	WBGene00048887	N.A.	N.A.
WBGene00048888	WBGene00048888	N.A.	N.A.
WBGene00048889	WBGene00048889	N.A.	N.A.
WBGene00048890	WBGene00048890	N.A.	N.A.
WBGene00048891	WBGene00048891	N.A.	N.A.
WBGene00048892	WBGene00048892	N.A.	N.A.
WBGene00048893	WBGene00048893	N.A.	N.A.
WBGene00048894	WBGene00048894	N.A.	N.A.
WBGene00048895	WBGene00048895	N.A.	N.A.
WBGene00048896	WBGene00048896	N.A.	N.A.
WBGene00048897	WBGene00048897	N.A.	N.A.
WBGene00048898	WBGene00048898	N.A.	N.A.
WBGene00048899	WBGene00048899	N.A.	N.A.
WBGene00048900	WBGene00048900	N.A.	N.A.
WBGene00048901	WBGene00048901	N.A.	N.A.
WBGene00048902	WBGene00048902	N.A.	N.A.
WBGene00048903	WBGene00048903	N.A.	N.A.
WBGene00048904	WBGene00048904	N.A.	N.A.
WBGene00048905	WBGene00048905	N.A.	N.A.
WBGene00048906	WBGene00048906	N.A.	N.A.
WBGene00048907	WBGene00048907	N.A.	N.A.
WBGene00048908	WBGene00048908	N.A.	N.A.
WBGene00048909	WBGene00048909	N.A.	N.A.
WBGene00048910	WBGene00048910	N.A.	N.A.
WBGene00048911	WBGene00048911	N.A.	N.A.
WBGene00048912	WBGene00048912	N.A.	N.A.
WBGene00048913	WBGene00048913	N.A.	N.A.
WBGene00048914	WBGene00048914	N.A.	N.A.
WBGene00048915	WBGene00048915	N.A.	N.A.
WBGene00048916	WBGene00048916	N.A.	N.A.
WBGene00048917	WBGene00048917	N.A.	N.A.
WBGene00048918	WBGene00048918	N.A.	N.A.
WBGene00048919	WBGene00048919	N.A.	N.A.
WBGene00048920	WBGene00048920	N.A.	N.A.
WBGene00048921	WBGene00048921	N.A.	N.A.
WBGene00048922	WBGene00048922	N.A.	N.A.
WBGene00048923	WBGene00048923	N.A.	N.A.
WBGene00048924	WBGene00048924	N.A.	N.A.
WBGene00048925	WBGene00048925	N.A.	N.A.
WBGene00048926	WBGene00048926	N.A.	N.A.
WBGene00048927	WBGene00048927	N.A.	N.A.
WBGene00048928	WBGene00048928	N.A.	N.A.
WBGene00048929	WBGene00048929	N.A.	N.A.
WBGene00048930	WBGene00048930	N.A.	N.A.
WBGene00048931	WBGene00048931	N.A.	N.A.
WBGene00048932	WBGene00048932	N.A.	N.A.
WBGene00048933	WBGene00048933	N.A.	N.A.
WBGene00048934	WBGene00048934	N.A.	N.A.
WBGene00048935	WBGene00048935	N.A.	N.A.
WBGene00048936	WBGene00048936	N.A.	N.A.
WBGene00048937	WBGene00048937	N.A.	N.A.
WBGene00048938	WBGene00048938	N.A.	N.A.
WBGene00048939	WBGene00048939	N.A.	N.A.
WBGene00048940	WBGene00048940	N.A.	N.A.
WBGene00048941	WBGene00048941	N.A.	N.A.
WBGene00048942	WBGene00048942	N.A.	N.A.
WBGene00048943	WBGene00048943	N.A.	N.A.
WBGene00048944	WBGene00048944	N.A.	N.A.
WBGene00048945	WBGene00048945	N.A.	N.A.
WBGene00048946	WBGene00048946	N.A.	N.A.
WBGene00048947	WBGene00048947	N.A.	N.A.
WBGene00048948	WBGene00048948	N.A.	N.A.
WBGene00048949	WBGene00048949	N.A.	N.A.
WBGene00048950	WBGene00048950	N.A.	N.A.
WBGene00048951	WBGene00048951	N.A.	N.A.
WBGene00048952	WBGene00048952	N.A.	N.A.
WBGene00048953	WBGene00048953	N.A.	N.A.
WBGene00048954	WBGene00048954	N.A.	N.A.
WBGene00048955	WBGene00048955	N.A.	N.A.
WBGene00048956	WBGene00048956	N.A.	N.A.
WBGene00048957	WBGene00048957	N.A.	N.A.
WBGene00048958	WBGene00048958	N.A.	N.A.
WBGene00048959	WBGene00048959	N.A.	N.A.
WBGene00048960	WBGene00048960	N.A.	N.A.
WBGene00048961	WBGene00048961	N.A.	N.A.
WBGene00048962	WBGene00048962	N.A.	N.A.
WBGene00048963	WBGene00048963	N.A.	N.A.
WBGene00048964	WBGene00048964	N.A.	N.A.
WBGene00048965	WBGene00048965	N.A.	N.A.
WBGene00048966	WBGene00048966	N.A.	N.A.
WBGene00048967	WBGene00048967	N.A.	N.A.
WBGene00048968	WBGene00048968	N.A.	N.A.
WBGene00048969	WBGene00048969	N.A.	N.A.
WBGene00048970	WBGene00048970	N.A.	N.A.
WBGene00048971	WBGene00048971	N.A.	N.A.
WBGene00048972	WBGene00048972	N.A.	N.A.
WBGene00048973	WBGene00048973	N.A.	N.A.
WBGene00048974	WBGene00048974	N.A.	N.A.
WBGene00048975	WBGene00048975	N.A.	N.A.
WBGene00048976	WBGene00048976	N.A.	N.A.
WBGene00048977	WBGene00048977	N.A.	N.A.
WBGene00048978	WBGene00048978	N.A.	N.A.
WBGene00048979	WBGene00048979	N.A.	N.A.
WBGene00048980	WBGene00048980	N.A.	N.A.
WBGene00048981	WBGene00048981	N.A.	N.A.
WBGene00048982	WBGene00048982	N.A.	N.A.
WBGene00048983	WBGene00048983	N.A.	N.A.
WBGene00048984	WBGene00048984	N.A.	N.A.
WBGene00048985	WBGene00048985	N.A.	N.A.
WBGene00048986	WBGene00048986	N.A.	N.A.
WBGene00048987	WBGene00048987	N.A.	N.A.
WBGene00048988	WBGene00048988	N.A.	N.A.
WBGene00048989	WBGene00048989	N.A.	N.A.
WBGene00048990	WBGene00048990	N.A.	N.A.
WBGene00048991	WBGene00048991	N.A.	N.A.
WBGene00048992	WBGene00048992	N.A.	N.A.
WBGene00048993	WBGene00048993	N.A.	N.A.
WBGene00048994	WBGene00048994	N.A.	N.A.
WBGene00048995	WBGene00048995	N.A.	N.A.
WBGene00048996	WBGene00048996	N.A.	N.A.
WBGene00048997	WBGene00048997	N.A.	N.A.
WBGene00048998	WBGene00048998	N.A.	N.A.
WBGene00048999	WBGene00048999	N.A.	N.A.
WBGene00049000	WBGene00049000	N.A.	N.A.
WBGene00049001	WBGene00049001	N.A.	N.A.
WBGene00049002	WBGene00049002	N.A.	N.A.
WBGene00049003	WBGene00049003	N.A.	N.A.
WBGene00049004	WBGene00049004	N.A.	N.A.
WBGene00049005	WBGene00049005	N.A.	N.A.
WBGene00049006	WBGene00049006	N.A.	N.A.
WBGene00049007	WBGene00049007	N.A.	N.A.
WBGene00049008	WBGene00049008	N.A.	N.A.
WBGene00049009	WBGene00049009	N.A.	N.A.
WBGene00049010	WBGene00049010	N.A.	N.A.
WBGene00049011	WBGene00049011	N.A.	N.A.
WBGene00049012	WBGene00049012	N.A.	N.A.
WBGene00049013	WBGene00049013	N.A.	N.A.
WBGene00049014	WBGene00049014	N.A.	N.A.
WBGene00049015	WBGene00049015	N.A.	N.A.
WBGene00049016	WBGene00049016	N.A.	N.A.
WBGene00049017	WBGene00049017	N.A.	N.A.
WBGene00049018	WBGene00049018	N.A.	N.A.
WBGene00049019	WBGene00049019	N.A.	N.A.
WBGene00049020	WBGene00049020	N.A.	N.A.
WBGene00049021	WBGene00049021	N.A.	N.A.
WBGene00049022	WBGene00049022	N.A.	N.A.
WBGene00049023	WBGene00049023	N.A.	N.A.
WBGene00049024	WBGene00049024	N.A.	N.A.
WBGene00049025	WBGene00049025	N.A.	N.A.
WBGene00049026	WBGene00049026	N.A.	N.A.
WBGene00049027	WBGene00049027	N.A.	N.A.
WBGene00049028	WBGene00049028	N.A.	N.A.
WBGene00049029	WBGene00049029	N.A.	N.A.
WBGene00049030	WBGene00049030	N.A.	N.A.
WBGene00049031	WBGene00049031	N.A.	N.A.
WBGene00049032	WBGene00049032	N.A.	N.A.
WBGene00049033	WBGene00049033	N.A.	N.A.
WBGene00049034	WBGene00049034	N.A.	N.A.
WBGene00049035	WBGene00049035	N.A.	N.A.
WBGene00049036	WBGene00049036	N.A.	N.A.
WBGene00049037	WBGene00049037	N.A.	N.A.
WBGene00049038	WBGene00049038	N.A.	N.A.
WBGene00049039	WBGene00049039	N.A.	N.A.
WBGene00049040	WBGene00049040	N.A.	N.A.
WBGene00049041	WBGene00049041	N.A.	N.A.
WBGene00049042	WBGene00049042	N.A.	N.A.
WBGene00049043	WBGene00049043	N.A.	N.A.
WBGene00049044	WBGene00049044	N.A.	N.A.
WBGene00049045	WBGene00049045	N.A.	N.A.
WBGene00049046	WBGene00049046	N.A.	N.A.
WBGene00049047	WBGene00049047	N.A.	N.A.
WBGene00049048	WBGene00049048	N.A.	N.A.
WBGene00049049	WBGene00049049	N.A.	N.A.
WBGene00049050	WBGene00049050	N.A.	N.A.
WBGene00049051	WBGene00049051	N.A.	N.A.
WBGene00049052	WBGene00049052	N.A.	N.A.
WBGene00049053	WBGene00049053	N.A.	N.A.
WBGene00049054	WBGene00049054	N.A.	N.A.
WBGene00049055	WBGene00049055	N.A.	N.A.
WBGene00049056	WBGene00049056	N.A.	N.A.
WBGene00049057	WBGene00049057	N.A.	N.A.
WBGene00049058	WBGene00049058	N.A.	N.A.
WBGene00049059	WBGene00049059	N.A.	N.A.
WBGene00049060	WBGene00049060	N.A.	N.A.
WBGene00049061	WBGene00049061	N.A.	N.A.
WBGene00049062	WBGene00049062	N.A.	N.A.
WBGene00049063	WBGene00049063	N.A.	N.A.
WBGene00049064	WBGene00049064	N.A.	N.A.
WBGene00049065	WBGene00049065	N.A.	N.A.
WBGene00049066	WBGene00049066	N.A.	N.A.
WBGene00049067	WBGene00049067	N.A.	N.A.
WBGene00049068	WBGene00049068	N.A.	N.A.
WBGene00049069	WBGene00049069	N.A.	N.A.
WBGene00049070	WBGene00049070	N.A.	N.A.
WBGene00049071	WBGene00049071	N.A.	N.A.
WBGene00049072	WBGene00049072	N.A.	N.A.
WBGene00049073	WBGene00049073	N.A.	N.A.
WBGene00049074	WBGene00049074	N.A.	N.A.
WBGene00049075	WBGene00049075	N.A.	N.A.
WBGene00049076	WBGene00049076	N.A.	N.A.
WBGene00049077	WBGene00049077	N.A.	N.A.
WBGene00049078	WBGene00049078	N.A.	N.A.
WBGene00049079	WBGene00049079	N.A.	N.A.
WBGene00049080	WBGene00049080	N.A.	N.A.
WBGene00049081	WBGene00049081	N.A.	N.A.
WBGene00049082	WBGene00049082	N.A.	N.A.
WBGene00049083	WBGene00049083	N.A.	N.A.
WBGene00049084	WBGene00049084	N.A.	N.A.
WBGene00049085	WBGene00049085	N.A.	N.A.
WBGene00049086	WBGene00049086	N.A.	N.A.
WBGene00049087	WBGene00049087	N.A.	N.A.
WBGene00049088	WBGene00049088	N.A.	N.A.
WBGene00049089	WBGene00049089	N.A.	N.A.
WBGene00049090	WBGene00049090	N.A.	N.A.
WBGene00049091	WBGene00049091	N.A.	N.A.
WBGene00049092	WBGene00049092	N.A.	N.A.
WBGene00049093	WBGene00049093	N.A.	N.A.
WBGene00049094	WBGene00049094	N.A.	N.A.
WBGene00049095	WBGene00049095	N.A.	N.A.
WBGene00049096	WBGene00049096	N.A.	N.A.
WBGene00049097	WBGene00049097	N.A.	N.A.
WBGene00049098	WBGene00049098	N.A.	N.A.
WBGene00049099	WBGene00049099	N.A.	N.A.
WBGene00049100	WBGene00049100	N.A.	N.A.
WBGene00049101	WBGene00049101	N.A.	N.A.
WBGene00049102	WBGene00049102	N.A.	N.A.
WBGene00049103	WBGene00049103	N.A.	N.A.
WBGene00049104	WBGene00049104	N.A.	N.A.
WBGene00049105	WBGene00049105	N.A.	N.A.
WBGene00049106	WBGene00049106	N.A.	N.A.
WBGene00049107	WBGene00049107	N.A.	N.A.
WBGene00049108	WBGene00049108	N.A.	N.A.
WBGene00049109	WBGene00049109	N.A.	N.A.
WBGene00049110	WBGene00049110	N.A.	N.A.
WBGene00049111	WBGene00049111	N.A.	N.A.
WBGene00049112	WBGene00049112	N.A.	N.A.
WBGene00049113	WBGene00049113	N.A.	N.A.
WBGene00049114	WBGene00049114	N.A.	N.A.
WBGene00049115	WBGene00049115	N.A.	N.A.
WBGene00049116	WBGene00049116	N.A.	N.A.
WBGene00049117	WBGene00049117	N.A.	N.A.
WBGene00049118	WBGene00049118	N.A.	N.A.
WBGene00049119	WBGene00049119	N.A.	N.A.
WBGene00049120	WBGene00049120	N.A.	N.A.
WBGene00049121	WBGene00049121	N.A.	N.A.
WBGene00049122	WBGene00049122	N.A.	N.A.
WBGene00049123	WBGene00049123	N.A.	N.A.
WBGene00049124	WBGene00049124	N.A.	N.A.
WBGene00049125	WBGene00049125	N.A.	N.A.
WBGene00049126	WBGene00049126	N.A.	N.A.
WBGene00049127	WBGene00049127	N.A.	N.A.
WBGene00049128	WBGene00049128	N.A.	N.A.
WBGene00049129	WBGene00049129	N.A.	N.A.
WBGene00049130	WBGene00049130	N.A.	N.A.
WBGene00049131	WBGene00049131	N.A.	N.A.
WBGene00049132	WBGene00049132	N.A.	N.A.
WBGene00049133	WBGene00049133	N.A.	N.A.
WBGene00049134	WBGene00049134	N.A.	N.A.
WBGene00049135	WBGene00049135	N.A.	N.A.
WBGene00049136	WBGene00049136	N.A.	N.A.
WBGene00049137	WBGene00049137	N.A.	N.A.
WBGene00049138	WBGene00049138	N.A.	N.A.
WBGene00049139	WBGene00049139	N.A.	N.A.
WBGene00049140	WBGene00049140	N.A.	N.A.
WBGene00049141	WBGene00049141	N.A.	N.A.
WBGene00049142	WBGene00049142	N.A.	N.A.
WBGene00049143	WBGene00049143	N.A.	N.A.
WBGene00049144	WBGene00049144	N.A.	N.A.
WBGene00049145	WBGene00049145	N.A.	N.A.
WBGene00049146	WBGene00049146	N.A.	N.A.
WBGene00049147	WBGene00049147	N.A.	N.A.
WBGene00049148	WBGene00049148	N.A.	N.A.
WBGene00049149	WBGene00049149	N.A.	N.A.
WBGene00049150	WBGene00049150	N.A.	N.A.
WBGene00049151	WBGene00049151	N.A.	N.A.
WBGene00049152	WBGene00049152	N.A.	N.A.
WBGene00049153	WBGene00049153	N.A.	N.A.
WBGene00049154	WBGene00049154	N.A.	N.A.
WBGene00049155	WBGene00049155	N.A.	N.A.
WBGene00049156	WBGene00049156	N.A.	N.A.
WBGene00049157	WBGene00049157	N.A.	N.A.
WBGene00049158	WBGene00049158	N.A.	N.A.
WBGene00049159	WBGene00049159	N.A.	N.A.
WBGene00049160	WBGene00049160	N.A.	N.A.
WBGene00049161	WBGene00049161	N.A.	N.A.
WBGene00049162	WBGene00049162	N.A.	N.A.
WBGene00049163	WBGene00049163	N.A.	N.A.
WBGene00049164	WBGene00049164	N.A.	N.A.
WBGene00049165	WBGene00049165	N.A.	N.A.
